0.007579,0.310604,0.230232
0.004243,0.310415,0.222855
0.006806,0.312522,0.223475
0.001737,0.310126,0.218368
0.005106,0.310404,0.224402
0.150981,0.315265,0.508480
0.114223,0.314150,0.436509
0.044150,0.313693,0.297218
0.038346,0.314899,0.280958
0.207532,0.320228,0.613255
0.229653,0.321673,0.653207
0.142078,0.316590,0.489002
0.209059,0.322590,0.611136
0.212607,0.321539,0.621433
0.153070,0.320483,0.502605
0.105225,0.317407,0.412065
0.084013,0.313949,0.377192
0.100593,0.316241,0.403610
0.151703,0.317742,0.506202
0.131828,0.315651,0.470343
0.092500,0.314118,0.393945
0.090487,0.316908,0.383092
0.047290,0.312609,0.305141
0.064238,0.312186,0.340128
0.073848,0.312295,0.359921
0.066594,0.312674,0.344503
0.058621,0.312088,0.329072
0.043021,0.310948,0.299619
0.026615,0.312771,0.262131
0.044813,0.313832,0.297771
0.042472,0.313768,0.293759
0.029433,0.314372,0.264950
0.170456,0.323599,0.512932
0.191724,0.319708,0.580992
0.115568,0.317580,0.432917
0.100720,0.316457,0.405281
0.154808,0.317112,0.513704
0.190592,0.318165,0.584490
0.198290,0.320131,0.595717
0.171598,0.317650,0.547033
0.157759,0.317275,0.519616
0.131682,0.317397,0.466576
0.068358,0.319698,0.332387
0.046809,0.313810,0.301888
0.041191,0.315035,0.287851
0.021988,0.314065,0.250299
0.012922,0.312023,0.236516
0.015821,0.310326,0.246347
0.018399,0.309913,0.252208
0.009607,0.307096,0.240769
0.029729,0.308066,0.279401
0.013283,0.309023,0.244576
0.011648,0.309756,0.238726
0.015763,0.309801,0.247360
0.015647,0.309261,0.248234
0.013283,0.311366,0.238656
0.019520,0.311190,0.251421
0.011648,0.310571,0.237089
0.191623,0.315868,0.585609
0.223353,0.317964,0.651492
0.180596,0.316086,0.568484
0.170178,0.316117,0.548086
0.111485,0.314604,0.431978
0.091275,0.312792,0.394774
0.103415,0.313533,0.417020
0.046889,0.311355,0.306292
0.080714,0.308989,0.381590
0.063515,0.309148,0.345874
0.030563,0.308215,0.281677
0.039671,0.307928,0.300115
0.030661,0.308910,0.279791
0.022473,0.307351,0.265920
0.020019,0.306828,0.262686
0.029036,0.305878,0.282886
0.051163,0.340344,0.254291
0.025844,0.328418,0.227984
0.032732,0.314836,0.270866
0.034007,0.311432,0.281677
0.012802,0.309509,0.242787
0.010541,0.311135,0.234059
0.021446,0.310804,0.256540
0.012257,0.311957,0.235003
0.110394,0.313308,0.430201
0.153661,0.314594,0.517063
0.079713,0.312986,0.368375
0.061205,0.314773,0.327180
0.050971,0.312121,0.314272
0.034101,0.311662,0.280348
0.048640,0.311498,0.309884
0.055266,0.311377,0.323719
0.030417,0.310892,0.274584
0.084401,0.310081,0.386388
0.086336,0.309419,0.390997
0.046688,0.307038,0.315770
0.030856,0.309475,0.278841
0.030612,0.307050,0.283487
0.016170,0.306431,0.255451
0.040108,0.308261,0.300362
0.046486,0.325851,0.271159
0.021282,0.315713,0.246008
0.026256,0.308398,0.271803
0.053090,0.310892,0.320320
0.021337,0.308466,0.261015
0.023329,0.309980,0.262563
0.031002,0.313126,0.272619
0.033349,0.310704,0.281124
0.022096,0.310749,0.258066
0.027024,0.311520,0.266343
0.084581,0.311366,0.381836
0.198190,0.318356,0.599302
0.154607,0.313597,0.521096
0.165086,0.313991,0.540770
0.186378,0.315786,0.581252
0.163480,0.315827,0.534561
0.158404,0.346086,0.468033
0.129357,0.321999,0.451444
0.116365,0.316867,0.436196
0.092734,0.315066,0.391956
0.025482,0.309779,0.266162
0.052565,0.308569,0.322724
0.084709,0.313308,0.381066
0.056674,0.310215,0.329156
0.030172,0.308295,0.279736
0.081944,0.313672,0.373519
0.073085,0.323251,0.337001
0.077505,0.314002,0.363723
0.054682,0.312566,0.319570
0.093246,0.311848,0.392361
0.224200,0.318265,0.650660
0.175844,0.314794,0.560893
0.100890,0.315951,0.406644
0.193878,0.316251,0.594191
0.219610,0.318064,0.644456
0.236223,0.319303,0.674846
0.218222,0.317883,0.640895
0.158564,0.315317,0.525131
0.169374,0.316928,0.543715
0.202266,0.317691,0.609220
0.192840,0.317346,0.590878
0.177404,0.316529,0.561293
0.141006,0.313821,0.492940
0.151133,0.312814,0.516040
0.164382,0.312576,0.543823
0.155142,0.310892,0.528537
0.125935,0.309306,0.472350
0.096298,0.309238,0.411936
0.136881,0.313544,0.485224
0.123800,0.312511,0.460601
0.114925,0.311542,0.444673
0.071629,0.309947,0.360131
0.060592,0.309453,0.340206
0.042768,0.308066,0.306387
0.194766,0.314033,0.601246
0.182079,0.313298,0.575445
0.190336,0.314171,0.592164
0.123412,0.311848,0.461589
0.278489,0.324899,0.744234
0.259070,0.322238,0.714369
0.213940,0.317853,0.632406
0.206317,0.317194,0.618827
0.194173,0.318115,0.592056
0.208145,0.318676,0.618904
0.214105,0.320901,0.626306
